# y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
-332.1325567164839,62.47221996742418,4.010585680150723,-19.095315776366164,144.17153467644255,60.72782960564158,-3.950396856415736,3.527287861313635,29.42888226958041,-73.1328914825371,58.09012216368513
-200.58068808971115,109.55963010819855,7.430948575524252,-3.9704071860841594,106.66201291458847,59.338057682722564,-8.756930131338418,6.942442764393957,33.394569858894315,-37.058748110347906,70.12991253068216
-3.4547366782161544,274.61339032035323,0.04722784483708331,-18.435130736434957,183.4601426601851,48.08219791657103,2.9960430318995606,6.583965037024658,16.884972041994367,-42.55233491856088,53.443068359572656
-250.99723604473726,389.99648859539326,0.9060515181132678,-41.99983079819743,139.3255570643836,83.59828518950997,-27.22586337648585,6.505332388403074,41.84445868932727,-82.73345348193226,27.82665099186391
128.33717031596674,92.97483992102275,4.061049597430026,30.93576593606592,182.8617725902878,64.79176107940592,-10.414287052411215,4.491645233306662,28.06455332230713,-7.142056243098068,54.611668877137696
195.24346566142484,386.9878335740487,0.4759885513195705,59.261236091699004,109.62382807381908,61.30328277688349,12.263718630047947,6.746389829635865,14.004035483053567,-23.3640478581044,73.85014270056534
-44.29821459521417,207.03401817504385,7.769675814746261,9.822920259307047,112.45688512361194,49.674493813965015,14.6591896645063,5.336701200411719,21.27725175381626,-36.65227106611421,70.36075603235216
11.953562320532685,275.3831206666541,0.9274840125847061,3.288071436031885,131.4056144224639,75.72725687647093,-28.192143953660068,4.116730797523769,35.00349670660728,-11.202894880947568,54.80207566952594
8.223404816004269,415.7942547894904,7.094562932038473,-25.846925367800257,188.04898988185874,38.37288396999893,-32.70744786248504,5.031011568058238,14.159620595925837,-44.53879431803286,45.10454003635119
-144.04325956674174,139.0699702582154,0.6351251136599068,61.47268022026283,145.36494258276537,68.58654614543687,-15.453755533343926,6.152138620261953,23.669222273016565,-94.78592355286236,37.878489908445175
-157.1036788117543,211.52637905996443,0.6326439627487601,39.16568217355936,175.62542367863267,79.41745388857751,-27.34557906304862,5.032507193383302,18.11590061272226,-94.27527035648548,34.11540996027601
52.272455443577584,312.7994812058738,3.7329843043050834,-47.99797239963092,158.85938657015765,37.53198273194969,14.199908699841949,6.61638330919495,18.59595669581757,-18.20656974738867,52.29028498485972
75.72443939728474,99.63643874469614,2.460901503547932,32.02971704930225,143.28305239518988,53.97483115657046,22.563420351998616,7.334060662096577,35.06368635858594,-30.799357915723064,57.196830977048016
82.95336436464605,445.8584685821308,6.1972543948946495,9.517323118851294,107.9382577879046,53.133405452981336,18.97935016150052,4.297147791186804,17.966131341958324,-61.692805214039545,33.57067865206085
-402.65288820064217,251.27461257991908,0.86015212226489,-6.78660392950043,106.01113504086884,84.87723598932273,-27.02108923123424,4.417453673117432,24.76047835577401,-79.43857166919202,72.38482077345348
102.05313314636989,197.44793016453733,9.44627707648395,74.25648287560351,181.1104825251475,82.00267081553756,15.711078720445236,3.79010608963808,35.54301744737677,-72.59941603927044,50.847105680210376
-106.43695052395293,363.0562830468706,3.4392843508971227,10.35901089809768,133.27620294396155,67.62133762104777,-5.237058423502422,5.960186186459603,32.52521653058696,-94.79227680663558,26.14877811512416
-25.467095906387634,330.4185635181758,8.796640171136943,31.719538956436395,156.2978377328631,71.02581302509611,4.060435150305771,4.277997891512272,14.436884146811744,-85.83733492547765,39.741228792577296
-7.836343012462875,240.62407966272505,3.2706850402165255,56.8806433304575,144.24685593737345,66.7762416270629,-18.815099502024125,7.52145506869978,22.129482339294185,-49.79745967894317,68.79250202384941
-103.08298416636538,265.14195244714483,0.21594244983621946,25.44610127396699,164.55582613209464,54.574880699703186,-29.72363303298867,3.467430149526847,30.444798173428886,-82.99466624697175,33.04747688013255
243.0560807838728,440.83154548732375,1.808556754495848,19.844711161045637,168.72678391379804,86.56097704480827,19.21234971520385,5.537627997206086,25.096249016981357,-23.6329428578033,55.313702869805525
-24.658749223262387,389.4669016988892,8.346546762409714,-6.938048391458857,136.57728441654348,84.62874187402677,-32.705683934437985,7.840638206096045,14.466842909742365,-31.849161825809546,46.52285752004676
0.85307356629907,117.20473972484642,2.2731047817050785,44.27553209037802,124.41487644827538,53.610355998790254,-23.663774256460467,6.346132014918403,12.36209841902055,-32.980246216558584,42.313847201012464
-40.0678844001956,248.66317869644777,6.224441509745566,-49.58645883159389,136.33603054395036,63.20472710081489,15.484567617053848,3.044740082744989,14.327572388257373,-22.762814559874244,43.191748176102145
63.76544765090763,226.18188632682478,0.6773259690066047,15.680269843086691,177.15185958347263,41.60802950850754,-20.307397974110387,3.306323071292034,23.282917025227437,-29.296048826073175,52.027434453600925
-43.461031158282054,59.56926724149804,2.732663524041757,47.725587265034065,116.48633667929647,66.57150849287798,-14.925534785771422,6.324232113353315,42.406980420605294,-58.11546201227203,19.191044155816517
80.29975180015367,450.42246117703456,5.127654706421042,8.266195780625296,194.27964228661907,66.59532096186791,-14.04776283850033,6.380785215930431,35.764557056676594,-46.01137379065908,68.26884865219725
44.157972933369635,294.81809740054206,7.875778802975251,-20.03203651284896,127.18360702686188,63.962151684276336,-1.5224585114835705,7.882553557180665,22.356287706945864,-34.633587424789326,18.99425123096116
-404.70605178729835,84.46494571862026,4.21490590027849,-8.778594033194466,102.11208172640298,63.56954480369772,-19.650654471084422,5.123608904066366,39.57801904388635,-94.18107468158806,36.48178710388926
83.19869828697688,276.0678192903628,0.6482722720039891,71.76929441224715,169.1966431382377,56.85224632460741,-13.092887027776786,3.928936608662259,15.691442091066566,-72.65877714844937,41.12209774205142
