# x,y,standard deviation
4.591907745789367112e+00,2.081647104244239266e+00,2.746111247142024592e-01
4.505575543110589720e+00,1.979901547676397477e+00,2.780006106061803650e-01
3.834720652814649799e+00,8.945296444979932149e-01,1.623675119589950977e-01
2.859020561976630237e+00,1.766709717566920412e+00,2.532864829142643104e-01
2.198867422398330440e+00,2.085260795258460753e+00,2.737567032768762898e-01
5.027383782842028026e+00,1.196083338541333418e+00,2.056333589642478088e-01
6.468248869946186197e+00,1.781301314955476833e+00,2.581324623857537137e-01
1.210372722522635724e+00,1.152047725041795839e-01,7.906626488698721700e-02
2.210813910561732598e+00,1.828296109894387955e+00,2.764313699451312334e-01
2.519885745491557749e+00,2.449933941949074434e+00,3.050173326608125457e-01
3.580193344209090078e+00,2.378426099100497404e-01,8.330308714570069939e-02
6.611070610035945094e+00,1.791619042070045520e+00,2.546340879233257581e-01
1.035500279951449887e+00,9.860392097480548124e-01,1.938087564852293276e-01
3.428751008092817187e+00,1.919949498885804851e-02,7.421792628264305136e-02
5.227832770562683251e+00,5.848265808702034496e-01,1.623217210527750087e-01
2.655247907522317430e+00,2.251202131828824005e+00,2.938610156967363940e-01
2.663048555319831756e+00,2.492764151883451795e+00,2.928100944721518384e-01
4.464700411931278978e+00,2.195326008585055888e+00,2.781273101353958221e-01
3.753321409217369453e+00,6.116540860324793938e-01,1.355608428082559491e-01
6.972354433108690408e+00,1.042163876563981795e+00,2.156866063002820799e-01
1.503636765187486901e+00,-4.668396779844376510e-01,1.200770633134912446e-01
2.021490678182139789e+00,1.079506341276272430e+00,2.200051454793760242e-01
5.393233283263565880e+00,3.455085510566446860e-01,1.382446694209994997e-01
3.308643633737382128e+00,3.443410450830928782e-01,1.037305391405380500e-01
1.209755888120230605e+00,5.468043473042985547e-02,7.964216176612011477e-02
2.834690525932248573e-01,2.490068555463654132e+00,3.218155671494251080e-01
3.599328598708651850e+00,3.312101247981897312e-01,8.795119153685256042e-02
3.086374168719859590e+00,9.136830946252636476e-01,1.823005826674322094e-01
5.580312240858844142e+00,5.472428356494954960e-01,1.393711915764568599e-01
1.771518934222499730e+00,1.598469572663194782e-01,8.876916838160160694e-02
4.056292161197366575e+00,1.011987974541291635e+00,2.259493698623042668e-01
4.095482734247724466e+00,1.595333798634113842e+00,2.349911589706875914e-01
6.720796401833315059e+00,2.098979281460831459e+00,2.466579249522164174e-01
4.766261420530977233e+00,1.340998737736984747e+00,2.558600396407518796e-01
5.852969804458846070e+00,4.605258940425662195e-01,1.836877063909936325e-01
5.685146716749651663e-01,2.680957125272997565e+00,3.384585340591694802e-01
1.257611908787338306e+00,-1.637288254335581006e-02,1.509476020202517657e-02
1.453210632158990379e+00,-3.721211893073558818e-01,1.199063329372040826e-01
6.305358700128707028e+00,1.673426020329599417e+00,2.517151293130168166e-01
1.023726514346675609e+00,9.062768860219625466e-01,1.998634993169741969e-01
8.455036670048317049e-01,1.775997433700465811e+00,2.762534713609066106e-01
5.041977817647339322e+00,9.070806065738947765e-01,2.023917036760535526e-01
4.966896014276944271e+00,1.295150289244169306e+00,2.188047422201516712e-01
5.933224583665357876e+00,1.017461633239703511e+00,1.992855780586353653e-01
1.915243549203079709e+00,5.351434287022821534e-01,1.744935367701512530e-01
5.515008580116212755e+00,3.110128006975582116e-01,1.352022026810184296e-01
3.258649346372680000e+00,2.202024326657676112e-01,1.205387621211383292e-01
5.855113963925997922e+00,5.849706251535401469e-01,1.841079475833871659e-01
4.029754983519681089e-01,3.174379292528702212e+00,3.394159801393972775e-01
3.097481406211588517e+00,6.490329299398549523e-01,1.783788280863107811e-01
