x f(x) g(x) h(x) 
0.0 0.0 1.0 1.0
0.05016722408026756 0.10033444816053512 1.0025167503719197 0.9522292993630573
0.10033444816053512 0.20066889632107024 1.0100670014876791 0.9088145896656535
0.1505016722408027 0.3010033444816054 1.022650753347278 0.8691860465116278
0.20066889632107024 0.4013377926421405 1.0402680059507163 0.8328690807799443
0.2508361204013378 0.5016722408026756 1.0629187592979945 0.7994652406417112
0.3010033444816054 0.6020066889632107 1.090603013389112 0.768637532133676
0.3511705685618729 0.7023411371237458 1.1233207682240691 0.7400990099009901
0.4013377926421405 0.802675585284281 1.1610720238028658 0.7136038186157518
0.45150501672240806 0.9030100334448161 1.203856780125502 0.6889400921658987
0.5016722408026756 1.0033444816053512 1.2516750371919776 0.665924276169265
0.5518394648829431 1.1036789297658862 1.304526795002293 0.644396551724138
0.6020066889632107 1.2040133779264215 1.362412053556448 0.6242171189979123
0.6521739130434783 1.3043478260869565 1.4253308128544424 0.6052631578947368
0.7023411371237458 1.4046822742474916 1.4932830728962763 0.587426326129666
0.7525083612040134 1.5050167224080269 1.56626883368195 0.5706106870229007
0.802675585284281 1.605351170568562 1.6442880952114631 0.5547309833024119
0.8528428093645485 1.705685618729097 1.7273408574848155 0.5397111913357401
0.9030100334448161 1.8060200668896322 1.815427120502008 0.5254833040421792
0.9531772575250836 1.9063545150501673 1.9085468842630395 0.511986301369863
1.0033444816053512 2.0066889632107023 2.006700148767911 0.49916527545909845
1.0535117056856187 2.1070234113712374 2.109886914016622 0.48697068403908794
1.1036789297658862 2.2073578595317724 2.218107180009172 0.47535771065182836
1.153846153846154 2.307692307692308 2.3313609467455625 0.4642857142857142
1.2040133779264215 2.408026755852843 2.4496482142257916 0.4537177541729894
1.254180602006689 2.508361204013378 2.572968982449861 0.4436201780415431
1.3043478260869565 2.608695652173913 2.7013232514177696 0.4339622641509434
1.354515050167224 2.709030100334448 2.8347110211295172 0.42471590909090906
1.4046822742474916 2.809364548494983 2.973132291585105 0.41585535465924894
1.4548494983277593 2.9096989966555187 3.116587062784533 0.4073569482288828
1.5050167224080269 3.0100334448160537 3.2650753347277996 0.39919893190921224
1.5551839464882944 3.1103678929765888 3.418597107414906 0.3913612565445026
1.605351170568562 3.210702341137124 3.577152380845852 0.38382541720154045
1.6555183946488294 3.311036789297659 3.7407411550206375 0.3765743073047859
1.705685618729097 3.411371237458194 3.9093634299392623 0.3695920889987639
1.7558528428093645 3.511705685618729 4.083019205601727 0.3628640776699029
1.8060200668896322 3.6120401337792645 4.261708482008032 0.3563766388557807
1.8561872909698998 3.7123745819397995 4.445431259158175 0.3501170960187353
1.9063545150501673 3.8127090301003346 4.634187537052158 0.3440736478711162
1.9565217391304348 3.9130434782608696 4.8279773156899815 0.3382352941176471
2.0066889632107023 4.013377926421405 5.026800595071643 0.3325917686318131
2.05685618729097 4.11371237458194 5.230657375197146 0.32713347921225383
2.1070234113712374 4.214046822742475 5.439547656066487 0.3218514531754575
2.157190635451505 4.31438127090301 5.653471437679668 0.3167372881355932
2.2073578595317724 4.414715719063545 5.872428720036688 0.31178310740354537
2.25752508361204 4.51505016722408 6.096419503137549 0.30698151950718683
2.307692307692308 4.615384615384616 6.32544378698225 0.3023255813953488
2.3578595317725752 4.7157190635451505 6.559501571570788 0.29780876494023906
2.408026755852843 4.816053511705686 6.798592856903167 0.2934249263984298
2.4581939799331103 4.916387959866221 7.042717642979385 0.28916827852998067
2.508361204013378 5.016722408026756 7.291875929799444 0.28503336510962823
2.5585284280936453 5.117056856187291 7.546067717363339 0.281015037593985
2.608695652173913 5.217391304347826 7.805293005671078 0.27710843373493976
2.658862876254181 5.317725752508362 8.069551794722656 0.273308957952468
2.709030100334448 5.418060200668896 8.338844084518069 0.2696122633002705
2.759197324414716 5.518394648829432 8.613169875057327 0.26601423487544484
2.809364548494983 5.618729096989966 8.89252916634042 0.26251097453906935
2.859531772575251 5.719063545150502 9.176921958367357 0.25909878682842286
2.9096989966555187 5.819397993311037 9.466348251138132 0.25577416595380664
2.959866220735786 5.919732441471572 9.760808044652745 0.25253378378378377
3.0100334448160537 6.0200668896321075 10.060301338911199 0.24937447873227686
3.060200668896321 6.120401337792642 10.364828133913491 0.24629324546952222
3.1103678929765888 6.2207357859531776 10.674388429659624 0.24328722538649308
3.160535117056856 6.321070234113712 10.988982226149595 0.24035369774919615
3.210702341137124 6.421404682274248 11.308609523383408 0.23749007148530582
3.2608695652173916 6.521739130434783 11.63327032136106 0.2346938775510204
3.311036789297659 6.622073578595318 11.96296462008255 0.23196276183087663
3.3612040133779266 6.722408026755853 12.29769241954788 0.22929447852760731
3.411371237458194 6.822742474916388 12.63745371975705 0.22668688400303258
3.4615384615384617 6.923076923076923 12.98224852071006 0.22413793103448276
3.511705685618729 7.023411371237458 13.332076822406908 0.22164566345441067
3.5618729096989967 7.1237458193979935 13.686938624847597 0.21920821114369504
3.6120401337792645 7.224080267558529 14.046833928032127 0.21682378535170413
