x,log(x),2log(x),3log(x)
0.5,-0.6931471805599453,-1.3862943611198906,-2.0794415416798357
0.5317725752508361,-0.6315393711704549,-1.2630787423409098,-1.8946181135113647
0.5635451505016722,-0.5735078235982701,-1.1470156471965403,-1.7205234707948103
0.5953177257525084,-0.5186600230986012,-1.0373200461972023,-1.5559800692958035
0.6270903010033445,-0.4666647279802209,-0.9333294559604418,-1.3999941839406627
0.6588628762541806,-0.4172398446526979,-0.8344796893053958,-1.2517195339580938
0.6906354515050167,-0.370143160989599,-0.740286321979198,-1.1104294829687968
0.7224080267558528,-0.3251651657065215,-0.650330331413043,-0.9754954971195644
0.754180602006689,-0.2821234144479533,-0.5642468288959066,-0.8463702433438599
0.785953177257525,-0.24085805924652756,-0.4817161184930551,-0.7225741777395827
0.8177257525083612,-0.2012282644757597,-0.4024565289515194,-0.6036847934272791
0.8494983277591973,-0.16310930637214985,-0.3262186127442997,-0.4893279191164496
0.8812709030100334,-0.12639020540926946,-0.2527804108185389,-0.37917061622780834
0.9130434782608696,-0.09097177820572663,-0.18194355641145327,-0.27291533461717987
0.9448160535117056,-0.05676502280419087,-0.11353004560838174,-0.1702950684125726
0.9765886287625418,-0.023689771122404665,-0.04737954224480933,-0.07106931336721399
1.008361204013378,0.00832644277655381,0.01665288555310762,0.024979328329661432
1.040133779264214,0.03934933878854768,0.07869867757709537,0.11804801636564305
1.07190635451505,0.06943870297003815,0.1388774059400763,0.20831610891011446
1.1036789297658864,0.09864908106983963,0.19729816213967927,0.29594724320951893
1.1354515050167224,0.1270303736080644,0.2540607472161288,0.3810911208241932
1.1672240802675584,0.15462834881174065,0.3092566976234813,0.46388504643522194
1.1989966555183946,0.1814850866489886,0.3629701732979772,0.5444552599469659
1.2307692307692308,0.20763936477824455,0.4152787295564891,0.6229180943347337
1.2625418060200668,0.23312699529839293,0.46625399059678585,0.6993809858951787
1.294314381270903,0.2579811196390954,0.5159622392781908,0.7739433589172863
1.3260869565217392,0.28223246768421634,0.5644649353684327,0.8466974030526491
1.3578595317725752,0.3059095862110462,0.6118191724220924,0.9177287586331386
1.3896321070234112,0.32903904090481634,0.6580780818096327,0.9871171227144491
1.4214046822742474,0.35164559553373037,0.7032911910674607,1.0549367866011912
1.4531772575250836,0.3737523713147603,0.7475047426295206,1.1212571139442808
1.4849498327759196,0.39538098904153823,0.7907619780830765,1.1861429671246146
1.5167224080267558,0.4165516961645049,0.8331033923290098,1.2496550884935147
1.548494983277592,0.4372834806955477,0.8745669613910954,1.311850442086643
1.580267558528428,0.457594173543111,0.915188347086222,1.372782520629333
1.6120401337792643,0.4775005406599139,0.9550010813198277,1.4325016219797417
1.6438127090301002,0.4970183661965348,0.9940367323930696,1.4910550985896043
1.6755852842809364,0.5161625276941784,1.0323250553883567,1.548487583082535
1.7073578595317727,0.5349470642140338,1.0698941284280676,1.6048411926421013
1.7391304347826086,0.5533852381847866,1.1067704763695732,1.6601557145543597
1.7709030100334449,0.5714895916507747,1.1429791833015495,1.7144687749523242
1.8026755852842808,0.5892719975183107,1.1785439950366214,1.7678159925549322
1.834448160535117,0.6067437063245985,1.213487412649197,1.8202311189737954
1.8662207357859533,0.6239153889906246,1.2478307779812492,1.8717461669718738
1.8979933110367893,0.6407971759648713,1.2815943519297426,1.922391527894614
1.9297658862876255,0.6573986931174132,1.3147973862348263,1.9721960793522395
1.9615384615384615,0.6737290947028437,1.3474581894056874,2.021187284108531
1.9933110367892977,0.6897970936746634,1.3795941873493267,2.0693912810239903
2.0250836120401337,0.7056109896024605,1.411221979204921,2.1168329688073815
2.05685618729097,0.7211786944158315,1.442357388831663,2.1635360832474944
2.088628762541806,0.736507756174946,1.473015512349892,2.209523268524838
2.120401337792642,0.7516053810465395,1.503210762093079,2.2548161431396183
2.1521739130434785,0.766478453645495,1.53295690729099,2.299435360936485
2.183946488294314,0.7811335558857445,1.562267111771489,2.3434006676572334
2.2157190635451505,0.7955769844696908,1.5911539689393817,2.3867309534090726
2.247491638795987,0.8098147671324633,1.6196295342649265,2.42944430139739
