# x 	 y 	 standard deviation
2.006967893606587339e+00	8.506589130802781895e-01	1.985633728515548979e-01
-1.566088289151568169e-01	-5.401659171763307787e-01	1.911795125970969789e-01
2.277879595660287748e+00	4.830865888685512144e-02	1.535444059055397215e-01
-4.501419809254181281e-01	1.970323289812211942e-03	1.162844694586559202e-01
3.849950226678840792e+00	1.059524133267236157e-01	1.001187275422012329e-01
1.724562880394979736e-01	-7.337387421017481648e-01	2.730454567611204642e-01
3.078249815768971054e+00	4.738219646328102608e-02	1.043220332999262312e-01
3.871537047764131323e+00	-1.053966918623577831e-01	1.000812570087467601e-01
1.896089428193513449e+00	5.336399821866306681e-01	2.104069454672717332e-01
-1.946319402235850538e+00	2.188087979950823769e-01	1.000673083971882621e-01
-1.213339772827739305e+00	-1.265380835957768402e-01	1.029809889357508473e-01
-1.373385049922573709e+00	2.971104929439882109e-02	1.001587021778192893e-01
-7.926274298789726114e-01	8.451792251503000009e-02	1.157386243049623453e-01
-6.193324777618727239e-01	-6.988138255943637800e-02	1.108812046292285969e-01
1.634168519598222957e+00	-1.594714922864979290e-01	1.285210385036027469e-01
3.405781260660811327e+00	-7.604640615249103064e-02	1.011689023221187533e-01
-6.112590030803359831e-01	-1.201597405568863158e-01	1.100612426949769684e-01
3.964344996511546704e+00	1.524397928935829483e-01	1.000549126002273220e-01
2.540025135493844566e+00	-5.947077930190775019e-02	1.171145680676910772e-01
2.165984303187107329e-02	-9.219291899806827395e-01	2.401053689895416288e-01
-1.922934797124199235e+00	2.089952994323097946e-02	1.000684960515717675e-01
3.214148601232881930e+00	-1.121105329016020558e-01	1.018408292681340227e-01
1.835845030768401998e+00	-2.086417490478422732e-01	1.464116737959686998e-01
2.676395250909798129e+00	2.383944158500551358e-01	1.168009164541812250e-01
1.952347007859513539e+00	9.153828808831778741e-01	2.613635648961591951e-01
-1.046330058408218910e+00	-3.956100275363141211e-02	1.005289087610979626e-01
4.707736586713360261e-01	-4.385574887428110302e-01	1.788609235428760824e-01
-1.105010138267796593e+00	7.681532924804999884e-02	1.026571840188021806e-01
1.605869671933061404e+00	3.310259927114583833e-01	1.712248535958929008e-01
1.607458541834274612e+00	4.378436654290704944e-01	1.656148486169950473e-01
8.722943160133440621e-01	1.682691884890001877e+00	4.732602273038454266e-01
2.778170848687674166e+00	-1.999359909627212994e-01	1.168110030606116789e-01
-1.999189751045741481e+00	-1.451921081770667955e-02	1.000379578651311302e-01
3.463358361045011158e+00	2.344838171518653577e-02	1.002692193375515767e-01
1.912704388546644818e+00	4.181701060466677111e-01	2.380256096625126827e-01
2.643878710627158846e-01	-5.369543135246301890e-01	2.780902805605016126e-01
-9.974794464090386281e-01	-3.255775562928672762e-02	1.022728989319545284e-01
-3.393052765771049639e-01	-4.235864959111581562e-01	1.423484081813711499e-01
2.587644182420799410e+00	1.643541924774807872e-02	1.154322610330203586e-01
-1.394451823473239482e+00	1.026669663208232275e-01	1.004369827337707188e-01
1.921954648433050750e+00	6.601164873128735344e-01	2.490446533135640683e-01
3.472267308229255001e+00	-1.469412034101005293e-01	1.000423274513297378e-01
2.024179126535526230e+00	1.030324310530885135e-01	1.633602382652156737e-01
1.913023028671823056e-01	-1.138306951886939089e+00	2.754690559797968175e-01
2.137975793027354854e+00	-4.716914912601357091e-01	2.084036214179698920e-01
1.583475626228688427e+00	5.288424665365711874e-01	2.476885092153944257e-01
3.598183123950463802e+00	-1.648646353292041733e-01	1.001700372986641524e-01
-2.951029603337580465e-01	-3.846823608596078858e-01	1.537329407036563955e-01
1.195986831451565813e+00	-1.532947754933978946e+00	4.810909918728767387e-01
1.917560801693332984e+00	2.805248991944698789e-01	2.442187544354759154e-01
-4.721008708169882606e-01	4.687840859234117946e-02	1.117279641046330374e-01
-1.764454141684090649e+00	9.730638193790028256e-02	1.001829245254410861e-01
3.041694516812130544e+00	1.010496777140655195e-01	1.059639372604398722e-01
-1.632637474488394247e+00	9.450992001342346793e-02	1.000338865201183813e-01
2.115063991222459805e+00	-3.801925137547085831e-01	1.992314795961618590e-01
1.982985087050069595e+00	8.502473717700824718e-01	2.376195606293292906e-01
3.631312244406798229e+00	4.757493660160518750e-02	1.003822548701674283e-01
2.871742071716342437e+00	1.914765172854192010e-01	1.049221317369468803e-01
-6.393680587464931619e-01	1.753212757639260322e-01	1.126833047955872469e-01
2.322362349639886858e+00	5.108387872302128097e-01	1.696037743954536547e-01
