# y,x1,x2,x3,x4
127.29481823917787,375.79501682787486,1.3046109662526706,77.05869633468315,184.0478524474309
96.3639335749741,414.97348590448865,3.1851730536894083,-43.112535891730495,178.48434792538723
74.87452812816736,313.5868007757336,6.718640471711666,-36.36638152665721,126.50626117932686
61.79577190533346,28.152076381908113,6.084100731805765,88.82363160401954,138.60818230774123
57.73600945965745,134.5659328873953,1.8599807788791511,11.362118659812644,188.11536873948657
107.28576271160519,463.9511876695602,8.190539477317184,-33.2959621393255,119.31921768253568
87.68755288893492,215.35463048494833,5.868233456331881,32.852291278014405,195.8841966856101
106.35628481635408,288.78108212445227,6.789636284465255,71.87491680343753,121.70730609274835
103.96268932976685,326.8518686747636,2.508419611343551,29.96400719172894,187.97012940468937
52.96678288254536,63.09958594504245,7.795806368191368,43.16910243299965,121.9781249217214
49.6343310446018,36.802302135778135,6.753860250748342,35.33768558525388,169.00007244744828
39.97960539546115,93.17688825637282,9.251686392696119,-13.147198618873375,112.08302947323281
105.40246427224923,191.5669515061777,9.720888074027496,86.24017500946587,197.0757629261513
80.52298411361765,167.45973091688586,1.2182341789616902,64.46588355677721,178.4784729449142
94.61626708051755,288.5672005774261,6.859563096396513,17.805571481258838,170.15379208097352
91.81972417359793,274.38086972773203,9.6776916820131,32.91980976292673,102.93859742957923
116.87163348588474,409.62981690048366,3.589278773730747,27.72643533350322,160.83532785444132
89.16633150429764,321.5446210475588,3.755363758864486,-2.530519251335747,161.20106709633455
106.68922021946351,445.8956984284914,8.531760858837913,-27.86234298285705,124.08114061399323
92.1150806408957,173.42633717826735,8.13095146011561,79.20244004958658,154.6729007408577
