# x,y
0.000000000000000000e+00,5.526324633252096774e+00
6.122448979591836593e-02,5.331174269668045973e+00
1.224489795918367319e-01,5.007089104142719904e+00
1.836734693877550839e-01,6.461621811641117041e+00
2.448979591836734637e-01,6.343917050883425723e+00
3.061224489795918435e-01,6.363217078576925090e+00
3.673469387755101678e-01,6.964244108460536431e+00
4.285714285714285476e-01,5.812422499427219336e+00
4.897959183673469274e-01,7.177294548761786963e+00
5.510204081632652517e-01,7.004124258194804220e+00
6.122448979591836871e-01,7.475613060442860558e+00
6.734693877551020114e-01,7.216417404821701354e+00
7.346938775510203357e-01,7.144014369815377741e+00
7.959183673469387710e-01,7.814938233498591735e+00
8.571428571428570953e-01,7.538472160331457061e+00
9.183673469387755306e-01,8.122820890332629773e+00
9.795918367346938549e-01,8.218244646127972786e+00
1.040816326530612290e+00,7.803776517381797895e+00
1.102040816326530503e+00,8.460765961938507829e+00
1.163265306122448939e+00,8.138037719597816633e+00
1.224489795918367374e+00,7.815282238322390107e+00
1.285714285714285587e+00,8.821577789210472531e+00
1.346938775510204023e+00,8.356861650160485766e+00
1.408163265306122458e+00,9.246899867959138319e+00
1.469387755102040671e+00,8.296470316986695792e+00
1.530612244897959107e+00,8.679353267453320697e+00
1.591836734693877542e+00,8.907904542924763192e+00
1.653061224489795977e+00,8.848370874952841802e+00
1.714285714285714191e+00,8.527920322163994982e+00
1.775510204081632626e+00,7.701753519367922074e+00
1.836734693877551061e+00,8.047114042301267034e+00
1.897959183673469274e+00,8.482308961024077831e+00
1.959183673469387710e+00,7.726596115816500188e+00
2.020408163265305923e+00,8.370889400040933737e+00
2.081632653061224580e+00,9.126008686508505718e+00
2.142857142857142794e+00,8.627741979082017565e+00
2.204081632653061007e+00,8.149685681420411498e+00
2.265306122448979664e+00,8.498359586809771216e+00
2.326530612244897878e+00,8.621507904594199800e+00
2.387755102040816091e+00,8.673871864853365921e+00
2.448979591836734748e+00,7.963219696041203832e+00
2.510204081632652962e+00,8.492808455886617480e+00
2.571428571428571175e+00,8.161153475088893217e+00
2.632653061224489832e+00,8.932911189404247665e+00
2.693877551020408045e+00,8.407827511060304460e+00
2.755102040816326259e+00,8.520069124243184078e+00
2.816326530612244916e+00,8.648585857289358358e+00
2.877551020408163129e+00,8.580820374988896049e+00
2.938775510204081343e+00,9.417861254776335400e+00
3.000000000000000000e+00,8.780780841241792700e+00
