# x,y
1.506697575620342677e+00,2.412485779571819755e+00
3.194305193649324970e+00,3.179135966258583856e+00
7.795456332377657560e+00,4.459342895540470586e+00
6.168966993116875130e+00,3.678065357068893260e+00
4.229098453268890445e+00,3.198815149112401279e+00
2.140028541420987196e+00,2.627848313646286460e+00
3.971450241720787311e+00,3.154748864088956495e+00
5.949324904221358068e+00,3.874755838332432312e+00
9.099683679163563355e+00,4.950965070800971368e+00
1.221489944189811938e+00,2.709041780539610311e+00
4.954993344640854502e+00,3.468774077491327823e+00
7.450279968594909263e+00,4.151551859128722377e+00
4.349210201116862962e+00,2.881180413831863962e+00
1.378778044769547462e+00,2.464324838390363759e+00
4.856586230846798635e+00,3.361156480035777161e+00
2.739194846593919763e+00,2.922484000087999689e+00
4.605234841453409445e+00,3.206786920022423715e+00
4.974669013676842333e+00,3.289710574512162200e+00
9.367515859053547445e+00,5.103852721362209799e+00
4.989616548629641990e+00,3.536616412732223935e+00
